0.0021,56.6403
8.8858,63.7641
21.0217,70.695
34.5056,75.1233
48.5676,71.0801
61.8189,69.4052
75.6363,70.6778
85.231,73.7402
94.7413,78.6112
101.1764,80.5028
108.3212,79.0368
115.5602,76.956
120.0214,76.5001
125.8131,78.4456
134.2636,79.3947
138.5836,82.289
142.1917,85.2784
144.9451,85.5155
150.1201,81.2926
157.716,77.7339
163.3931,74.753
172.9113,68.6649
184.1804,62.5005
193.013,60.9022
202.3784,61.3588
210.1985,63.686
217.9758,68.0733
222.3173,73.6529
226.1779,93.2278
229.69,111.0353
233.0162,116.6616
237.5102,118.0285
242.3945,114.1228
247.2793,101.8202
250.4052,82.4873
252.5216,69.3982
257.4391,52.6095
263.8866,40.5019
267.7942,37.5727
267.7942,37.5727
270.6705,37.2766
275.1242,38.7347
280.3453,39.5788
285.4128,38.1976
293.475,38.5812
299.925,37.3532
303.764,34.4371
307.603,34.7441
311.2888,38.1207
315.3288,40.185
317.8563,39.9587
319.0254,38.1867
321.5616,36.6311
325.2221,36.7521
327.6723,38.5659
329.351,49.7552
332.3361,65.0706
335.3213,67.2585
338.059,66.8504
339.613,64.2917
339.9311,49.2355
341.3377,42.363
341.3377,42.363
342.9786,38.9265
344.3367,39.5749
347.1199,47.1269
348.9954,58.6857
350.949,61.7315
353.2929,62.8249
357.2781,58.6857
359.8567,49.7042
364.9782,40.6751
371.1666,36.369
379.7836,33.472
383.2509,31.3335
387.1286,30.3524
391.792,32.4621
396.4553,33.3942
400.1653,34.1357
402.7874,37.6134
404.162,42.7648
405.3398,43.8933
408.3341,43.4518
409.3159,38.4476
411.5867,34.2242
415.3722,31.7019
418.6053,32.2538
421.9966,36.3523
424.52,36.4311
425.9395,32.0173
428.2265,31.0714
431.2233,33.1995
436.7247,37.1061
441.8288,40.7305
444.4718,48.8846
447.7053,55.8207
450.5442,59.6042
453.0448,70.366
456.6001,77.5169
458.5097,73.3488
461.3134,46.4736
464.6266,44.8177
468.4498,48.8936
470.0514,47.3914
471.8906,34.1187
474.8214,32.7176
479.0271,33.9912
481.1933,38.5766
483.742,39.8504
485.4229,36.487
487.8202,35.7744
489.9864,38.322
491.1335,56.4085
493.5546,72.7118
496.1033,78.1888
498.0231,77.2955
498.0231,77.2955
499.6716,60.3569
503.6223,43.4166
507.8276,33.6093
513.18,29.5333
525.5414,29.5333
532.2954,28.1322
539.5187,25.9719
563.836,26.2127
573.547,26.7741
578.0413,29.4213
582.0539,36.159
583.0972,43.7794
584.863,56.7739
586.7719,56.5145
589.0364,41.6137
591.1228,30.3837
594.0121,29.0202
599.8707,31.6672
605.6491,31.5067
611.026,29.1805
615.1993,33.512
620.8175,35.5976
626.1142,35.5976
631.9932,34.2589
635.1416,31.3951
636.9681,28.3112
639.9275,27.6504
642.352,28.4686
644.3043,30.5455
647.8975,32.6199
653.8213,32.7974
657.6125,30.2911
662.5102,26.6288
675.9696,26.6603
683.7996,28.1162
687.6905,31.4863
694.8233,29.8013
706.6253,32.5234
715.5737,32.5234
726.0783,36.0232
731.7849,33.5603
739.8531,30.0781
745.9042,31.3374
759.9333,34.2571
759.9333,34.2571
772.9451,32.1691
790.2095,32.5848
802.482,34.248
810.594,38.8217
817.2504,36.7429
826.6104,38.6139
832.435,35.4953
841.795,42.7718
849.6994,39.8613
860.3077,48.3851
870.5,48.801
891.5087,32.1691
903.157,31.9611
918.3416,36.5348
929.7818,36.119
946.4224,39.8613
951.3279,40.9645
956.8227,35.2875
964.519,36.7429
973.8795,42.1482
983.4546,38.0897
989.9653,35.33
997.8281,35.8695
1006.583,32.8656
1018.4738,36.6529
1033.5006,31.2984
1042.3859,30.123
1067.6045,36.7836
1085.5063,43.5747
1090.21,48.4069
1102.1008,48.6681
1108.2423,46.1868
1112.6851,49.06
1116.7355,57.6794
1122.2237,58.8549
1129.4104,57.9408
1143.2885,65.1967
1161.104,75.278
1172.7626,83.2648
1177.0855,90.3347
1182.4561,92.4295
1186.3861,90.8584
1189.137,91.2513
1191.2326,95.5719
1200.9265,95.0481
1205.1181,100.6779
1212.5852,96.3573
1217.1697,99.3687
1219.6586,104.6057
1237.028,114.0747
1247.3316,128.3661
1251.5369,122.0613
1255.9029,124.9734
1264.1537,156.3184
1270.2519,157.5796
1274.6674,151.9049
1278.3056,154.7359
1281.3964,161.1524
1288.1854,157.8821
1291.4899,150.4338
1304.1062,152.9559
1310.2045,157.5796
1320.7182,156.7389
1347.8438,134.8815
1366.3483,126.0545
1394.7356,108.8206
1418.8709,94.168
1438.6837,93.2683
1449.4084,90.9625
1453.3645,87.2718
1462.9912,86.4811
1470.9034,80.0225
1477.8361,88.5156
1481.717,87.5354
1485.014,79.6272
1491.344,80.1544
1496.4871,84.6358
1503.3445,82.2633
1508.3555,77.5183
1515.4766,82.1314
1519.0673,102.0329
1525.8267,141.5079
1531.3933,158.1987
1533.9775,157.3368
1536.8271,150.3831
1541.9963,149.9859
1546.2373,119.3859
1552.069,117.664
1562.6715,83.3552
1567.8408,106.007
1572.0818,101.7679
1580.4314,142.5675
1587.8802,185.648
1595.3435,128.686
1606.5383,100.5438
1615.3588,68.672
1618.182,64.2207
1622.0854,63.2245
1623.1652,53.0978
1628.3296,53.6485
1634.7088,58.7424
1639.6089,50.6907
1643.9276,56.0031
1645.9206,65.0507
1651.5662,69.9639
1658.9697,67.8022
1663.0459,61.9823
1664.3769,55.9126
1670.616,60.2361
1675.9895,59.038
1681.6604,49.8691
1689.5,48.6189
1692.3352,44.0344
1697.1722,44.2013
1702.8431,42.6174
1711.5166,49.1189
1725.6937,47.952
1733.2829,50.786
1742.0299,49.5515
1759.8051,56.7647
1773.5706,57.4325
1795.355,63.7107
1811.7938,66.783
1839.8597,66.3822
1855.8196,70.1092
1871.145,80.4883
1877.4259,81.0741
1882.2833,78.5632
1894.3423,82.9156
1904.202,86.4742
1922.2296,87.2682
1938.5064,87.824
1947.3639,92.1162
1957.2949,91.7139
1962.2606,95.6039
1966.0187,95.4698
1970.4474,90.3725
1973.8605,93.3379
1981.5866,91.7139
1986.1494,97.8842
2016.5721,106.7592
2022.3589,120.5879
2034.3536,124.3738
2037.7377,123.4569
2043.0865,122.0077
2049.3994,118.2217
2063.858,119.4953
2068.84,131.8771
2082.5751,136.049
2097.3872,133.7612
2101.1573,125.417
2106.4091,125.6862
2113.4111,136.9913
2121.4903,140.0867
2126.6072,146.6813
2132.5322,146.0084
2135.0905,140.8941
2141.0155,140.625
2142.4948,143.5338
2146.4767,143.7991
2148.3883,137.325
2150.2995,129.4714
2155.5028,129.6835
2163.467,136.9007
2201.4286,136.9538
2206.0858,140.6172
2212.8257,154.742
2224.3489,161.2613
2237.6115,161.9133
2241.5253,156.4806
2246.3665,149.7606
2254.7878,149.5269
2260.6581,156.0459
2262.615,178.863
2263.4846,180.1669
2267.1808,190.1629
2272.6162,190.8147
2277.834,181.036
2280.5757,182.4989
2284.9215,196.8695
2293.7291,215.5014
2308.4369,225.0738
2314.5942,222.5953
2320.8365,215.5014
2329.1765,217.7405
2336.8857,211.2342
2342.1106,211.063
2343.7377,207.0394
2349.8699,209.5192
2354.5305,208.3236
2358.4705,198.4784
2361.3107,197.7182
2366.2914,204.9276
2368.8476,203.1616
2372.9033,193.6845
2379.8588,192.7405
2389.1328,193.1697
2395.5728,204.0694
2398.9658,202.0647
2404.16,202.8679
2416.7825,228.7011
2423.4805,230.246
2427.001,225.268
2434.7293,221.921
2439.624,225.0105
2441.4272,229.3876
2445.7205,226.6412
2448.0392,221.2343
2453.1914,219.4319
2460.2759,223.0454
2472.8312,223.8866
2476.1972,206.1565
2480.876,204.4409
2500.7115,219.702
2505.9327,223.7192
2515.2339,230.8753
2518.5743,220.3633
2524.9744,222.397
2530.7031,236.2327
2544.1554,239.0982
2549.8891,236.0123
2552.9764,230.5021
2567.0903,242.6247
2570.3982,258.274
2578.9986,259.3761
2582.527,262.9025
2591.1228,254.302
2597.9643,261.1398
2601.1603,257.9421
2603.6976,251.2208
2608.5492,263.5638
2612.9596,280.9764
2619.7959,271.0578
2630.3814,264.6659
2641.6281,273.262
2641.6281,273.262
2650.449,284.7233
2652.2132,267.5313
2661.4756,271.9395
2666.3272,268.6334
2674.4865,274.3641
2680.1764,278.3604
2683.3079,289.3519
2688.6005,284.7233
2693.2315,285.3846
2705.2049,297.544
2717.3653,296.0249
2724.5508,313.1509
2731.0456,312.4603
2735.6056,294.9199
2741.9622,294.0913
2747.6281,304.4498
2750.9443,319.9184
2759.3798,324.5662
2764.0594,322.0542
2768.5378,330.3974
2772.5522,342.6689
2776.1055,340.2438
2779.4852,328.4639
2784.8584,327.8577
2792.0243,343.7943
2794.7176,358.8165
2798.9748,360.8136
2802.7104,356.993
2808.4444,357.4271
2812.354,343.7943
2812.354,343.7943
2818.1749,345.1835
2828.5553,375.4532
2835.5285,379.0255
2841.4561,374.3208
2850.2604,383.1204
2853.4856,394.0109
2859.5469,392.4263
2865.4143,411.8334
2872.3448,452.4829
2880.2109,477.1418
2883.4291,522.5281
2888.7922,528.2461
2902.2973,351.7447
2907.4061,284.9774
2909.7316,246.735
2918.8453,195.7257
2928.5803,175.9054
2935.0706,136.6249
2941.5053,124.9558
2946.3107,103.6251
2955.9215,96.8444
2960.1617,84.6957
2967.6525,74.5248
2977.8028,66.9493
2985.5967,64.6479
2996.1357,58.1862
2996.7558,52.521
3003.1323,51.1046
3007.4879,35.5016
3009.191,26.2811
3026.7902,26.5648
3031.4735,71.2486
3046.092,61.177
3049.7823,44.1547
3053.5024,26.9954
3113.4476,27.5716
3117.0806,84.9893
3122.21,120.8488
3125.0606,126.6891
3132.267,123.1717
3137.0324,107.1738
3143.0181,117.2877
3144.4434,125.4071
3152.9948,133.8114
3158.1254,162.3008
3163.2084,161.3854
3166.5344,156.3182
3185.0621,146.6316
3199.029,131.3899
3214.9914,125.1222
3221.6902,104.6098
3230.2416,101.7608
3246.9163,105.6069
3259.0309,114.7236
3271.1996,111.7411
3288.0084,122.3324
3302.6244,164.6975
3302.6244,164.6975
3320.5296,228.2453
3331.4918,233.3583
3337.6088,267.9086
3349.9631,300.8358
3355.6826,345.8819
3362.5458,345.1959
3368.2653,308.3814
3379.9331,261.7347
3389.0842,267.4513
3393.4311,274.9972
3401.1767,270.5353
3415.8514,231.5516
3422.4862,237.7255
3430.7224,235.8962
3433.2387,229.7222
3445.1354,239.0975
3467.5557,285.2869
3479.3298,309.5742
3483.6876,339.6039
3490.339,353.1288
3496.1363,350.2777
3502.4948,341.2087
3510.2928,295.1325
3517.2802,296.3151
3520.1549,310.9496
3530.4759,344.418
3534.1455,336.8532
3539.1914,315.5343
3547.2187,310.2619
3555.0167,311.4082
3563.503,281.1491
3572.6773,267.8536
3576.3469,257.538
3584.145,250.4317
3588.1862,254.8664
3592.4015,264.4152
3602.8178,259.8169
3610.2913,243.0963
3614.387,209.7227
3620.1902,210.4349
3624.6955,225.1778
3633.1635,230.3294
3638.6861,275.5901
3652.6763,337.4099
3657.0942,310.5476
3660.6243,312.1982
3664.1398,307.3337
3668.6462,309.0454
3672.5737,332.5013
3677.885,331.6119
3681.8016,324.4311
3684.3391,310.1353
3692.4987,311.5837
3694.8715,331.775
3698.7999,331.3134
3702.6845,316.7361
3704.8544,319.7727
3707.3142,344.9342
3711.6545,334.5226
3715.5608,314.8563
3720.8143,340.199
3736.2186,537.3898
3738.7546,569.8535
3752.0714,736.0288
3753.1501,749.4904
3755.8419,232.553
3757.9121,27.5132
3818.5537,28.1255
3822.6779,141.2618
3828.6678,97.4834
3834.6576,87.7549
3842.8938,85.1358
3848.1182,28.424
3880.0021,28.424
